"Age","LearningCategorySelftTaught","LearningCategoryOnlineCourses","LearningCategoryWork","LearningCategoryUniversity","LearningCategoryKaggle","GenderSelect","Country","EmploymentStatus","DataScienceIdentitySelect","FormalEducation","MajorSelect","Tenure","FirstTrainingSelect","ParentsEducation","EmployerIndustry","EmployerSize","EmployerSizeChange","EmployerMLTime","EmployerSearchMethod","RemoteWork","CompensationAmount","CompensationCurrency","FormalEducation_Q","Tenure_Q","EmployerSize_Q","...1","exchangeRate","frac","Salary_USD","Compensation_Median_USD","Median_to_Salary"
27,78,2,15,5,0,"Male","United States","Employed full-time","Yes","Bachelor's degree","Mathematics or statistics","3 to 5 years","Self-taught","High school","Other","20 to 99 employees","Stayed the same","1-2 years","An external recruiter or headhunter","Always",115000,"USD",4,3,3,1,1,1,115000,110000,0.956521739130435
31,15,0,5,80,0,"Male","United States","Employed full-time","","Professional degree","","1 to 2 years","University courses","A master's degree","Internet-based","100 to 499 employees","Increased slightly","6-10 years","A friend, family member, or former colleague told me","Rarely",135000,"USD",2,2,4,1,1,1,135000,110000,0.814814814814815
57,20,80,0,0,0,"Male","United States","Independent contractor, freelancer, or self-employed","Sort of (Explain more)","Master's degree","Other","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Mix of fields","","","","","Most of the time",40000,"USD",5,2,NA,1,1,1,40000,110000,2.75
37,0,10,90,0,0,"A different identity","United States","Employed full-time","Yes","Master's degree","Computer Science","More than 10 years","Work","A professional degree","Technology","10 to 19 employees","Stayed the same","3-5 years","Some other way","Sometimes",135000,"USD",5,5,2,1,1,1,135000,110000,0.814814814814815
25,10,0,10,60,20,"Female","United States","Employed full-time","No","Master's degree","Mathematics or statistics","3 to 5 years","University courses","A bachelor's degree","Academic","10,000 or more employees","Increased slightly","3-5 years","A general-purpose job board","Never",50000,"USD",5,3,8,1,1,1,50000,110000,2.2
29,10,40,50,0,0,"Male","United States","Employed full-time","Sort of (Explain more)","Bachelor's degree","Computer Science","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Financial","1,000 to 4,999 employees","Increased slightly","More than 10 years","An external recruiter or headhunter","Rarely",470000,"USD",4,4,6,1,1,1,470000,110000,0.234042553191489
29,30,70,0,0,0,"Male","Brazil","Employed full-time","No","Professional degree","","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","High school","Financial","10 to 19 employees","Increased slightly","Less than one year","A friend, family member, or former colleague told me","Sometimes",96000,"BRL",2,2,2,5,0.32135,0.91,30849.6,32135,1.04166666666667
32,5,10,30,50,5,"Male","Italy","Employed full-time","Yes","Master's degree","Mathematics or statistics","6 to 10 years","University courses","High school","Other","1,000 to 4,999 employees","Stayed the same","1-2 years","An external recruiter or headhunter","Sometimes",40000,"EUR",5,4,6,2,1.195826,1,47833.04,45441.388,0.95
53,99,0,0,0,1,"Male","France","Independent contractor, freelancer, or self-employed","No","Master's degree","Mathematics or statistics","More than 10 years","Self-taught","High school","Pharmaceutical","","","","","Sometimes",60000,"EUR",5,5,NA,2,1.195826,0.99,71749.56,55605.909,0.775
31,55,5,0,40,0,"Male","United Kingdom","Employed full-time","Sort of (Explain more)","Master's degree","Computer Science","6 to 10 years","University courses","High school","Academic","20 to 99 employees","Increased slightly","More than 10 years","A friend, family member, or former colleague told me","Sometimes",31000,"GBP",5,4,3,4,1.324188,0.96,41049.828,66209.4,1.61290322580645
22,10,50,20,10,10,"Male","Ukraine","Employed full-time","No","Master's degree","Mathematics or statistics","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Financial","20 to 99 employees","Stayed the same","3-5 years","A career fair or on-campus recruiting event","Always",17200,"USD",5,2,3,1,1,0.8,17200,18800.32,1.09304186046512
27,30,10,30,20,10,"Male","Ireland","Employed full-time","","Master's degree","Mathematics or statistics","3 to 5 years","University courses","A master's degree","Technology","10,000 or more employees","Increased significantly","Don't know","An external recruiter or headhunter","Rarely",60000,"EUR",5,3,8,2,1.195826,0.93,71749.56,66667.2995,0.929166666666667
29,20,30,0,50,0,"Male","Portugal","Employed full-time","Yes","Doctoral degree","Computer Science","6 to 10 years","University courses","Primary/elementary school","Academic","Fewer than 10 employees","Stayed the same","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",12000,"EUR",6,4,1,2,1.195826,1,14349.912,28699.824,2
48,0,0,100,0,0,"Male","United States","Independent contractor, freelancer, or self-employed","","Doctoral degree","Computer Science","More than 10 years","Work","Some college/university study, no bachelor's degree","Mix of fields","","","","","Most of the time",150000,"USD",6,5,NA,1,1,1,150000,110000,0.733333333333333
30,80,20,0,0,0,"Male","Brazil","Employed full-time","No","Professional degree","","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","Primary/elementary school","Technology","1,000 to 4,999 employees","Stayed the same","Less than one year","I was contacted directly by someone at the company (e.g. internal recruiter)","Never",120000,"BRL",2,3,6,5,0.32135,0.91,38562,32135,0.833333333333333
48,50,10,30,10,0,"Female","United States","Employed full-time","Yes","Master's degree","Engineering (non-computer focused)","More than 10 years","University courses","A bachelor's degree","Mix of fields","100 to 499 employees","Stayed the same","More than 10 years","A tech-specific job board","Sometimes",130000,"USD",5,5,4,1,1,1,130000,110000,0.846153846153846
34,10,80,10,0,0,"Male","Brazil","Employed full-time","","Master's degree","Other","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Other","10,000 or more employees","Increased slightly","1-2 years","A friend, family member, or former colleague told me","Sometimes",277000,"BRL",5,5,8,5,0.32135,0.91,89013.95,32135,0.36101083032491
37,0,100,0,0,0,"Male","United States","Independent contractor, freelancer, or self-employed","","Master's degree","A humanities discipline","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","CRM/Marketing","","","","","Always",60000,"USD",5,2,NA,1,1,1,60000,110000,1.83333333333333
60,20,60,20,0,0,"Male","United States","Independent contractor, freelancer, or self-employed","Yes","Bachelor's degree","Other","More than 10 years","Online courses (coursera, udemy, edx, etc.)","Some college/university study, no bachelor's degree","Financial","","","","","Rarely",140000,"USD",4,5,NA,1,1,1,140000,110000,0.785714285714286
47,80,10,10,0,0,"Male","United States","Employed full-time","No","Bachelor's degree","Computer Science","6 to 10 years","Self-taught","High school","Technology","500 to 999 employees","Increased significantly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",178000,"USD",4,4,5,1,1,1,178000,110000,0.617977528089888
25,75,5,10,2.5,7.5,"Male","United States","Employed full-time","Yes","Bachelor's degree","Mathematics or statistics","More than 10 years","Self-taught","A doctoral degree","Other","10,000 or more employees","Stayed the same","3-5 years","A friend, family member, or former colleague told me","Sometimes",1e+05,"USD",4,5,8,1,1,1,1e+05,110000,1.1
24,50,30,20,0,0,"Male","Brazil","Employed part-time","Sort of (Explain more)","Bachelor's degree","Engineering (non-computer focused)","1 to 2 years","Self-taught","A master's degree","Mix of fields","Fewer than 10 employees","Stayed the same","Less than one year","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",24000,"BRL",4,2,1,5,0.32135,0.91,7712.4,32135,4.16666666666667
40,50,0,50,0,0,"Male","United States","Employed full-time","No","Doctoral degree","Computer Science","3 to 5 years","Work","A master's degree","Technology","10,000 or more employees","Increased significantly","More than 10 years","A friend, family member, or former colleague told me","Most of the time",150000,"USD",6,3,8,1,1,1,150000,110000,0.733333333333333
25,40,20,0,30,10,"Male","Argentina","Employed full-time","Yes","Bachelor's degree","Computer Science","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","100 to 499 employees","Increased significantly","Less than one year","A friend, family member, or former colleague told me","Rarely",24000,"ARS",4,2,4,30,0.058444,0.58,16831.872,32455.212,1.92819978669039
25,55,20,25,0,0,"Male","United States","Employed full-time","Yes","Master's degree","Biology","1 to 2 years","Self-taught","A bachelor's degree","Technology","20 to 99 employees","Increased significantly","1-2 years","A friend, family member, or former colleague told me","",85000,"USD",5,2,3,1,1,1,85000,110000,1.29411764705882
56,50,30,10,0,10,"Male","United States","Employed full-time","No","Bachelor's degree","Engineering (non-computer focused)","More than 10 years","Self-taught","High school","Manufacturing","500 to 999 employees","Stayed the same","Less than one year","A friend, family member, or former colleague told me","Rarely",107000,"USD",4,5,5,1,1,1,107000,110000,1.02803738317757
36,30,10,0,50,10,"Male","Hong Kong","Employed full-time","No","Doctoral degree","Computer Science","More than 10 years","University courses","A bachelor's degree","Financial","Fewer than 10 employees","Stayed the same","3-5 years","A friend, family member, or former colleague told me","Sometimes",6e+05,"HKD",6,5,1,31,0.127998,0.88,76798.8,44799.3,0.583333333333333
52,8,30,0,60,2,"Male","United States","Employed part-time","","Master's degree","Computer Science","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Insurance","100 to 499 employees","Stayed the same","3-5 years","A friend, family member, or former colleague told me","Sometimes",40000,"USD",5,3,4,1,1,1,40000,110000,2.75
24,80,10,10,0,0,"Male","United States","Employed full-time","Yes","Bachelor's degree","Electrical Engineering","1 to 2 years","Self-taught","A bachelor's degree","Military/Security","10,000 or more employees","Increased slightly","Don't know","A career fair or on-campus recruiting event","Rarely",67500,"USD",4,2,8,1,1,1,67500,110000,1.62962962962963
24,33,33,34,0,0,"Male","Canada","Employed full-time","Sort of (Explain more)","Bachelor's degree","A social science","3 to 5 years","Self-taught","A doctoral degree","Mix of fields","10,000 or more employees","Increased slightly","6-10 years","A career fair or on-campus recruiting event","Sometimes",75000,"CAD",4,3,8,7,0.823688,0.95,61776.6,74131.92,1.2
47,90,0,10,0,0,"Male","India","Independent contractor, freelancer, or self-employed","Yes","Doctoral degree","Mathematics or statistics","6 to 10 years","Self-taught","A bachelor's degree","Academic","","","","","Rarely",1200000,"INR",6,4,NA,3,0.01562,0.94,18744,15114.75,0.806378040973111
24,50,20,10,10,10,"Male","United Kingdom","Employed full-time","Sort of (Explain more)","Master's degree","Electrical Engineering","Less than a year","Self-taught","A master's degree","Technology","100 to 499 employees","Stayed the same","Less than one year","A career fair or on-campus recruiting event","Rarely",42000,"GBP",5,1,4,4,1.324188,0.96,55615.896,66209.4,1.19047619047619
23,30,50,0,20,0,"Male","United States","Employed full-time","Yes","Bachelor's degree","Other","1 to 2 years","University courses","A master's degree","Financial","10,000 or more employees","Increased slightly","Don't know","A general-purpose job board","Rarely",58000,"USD",4,2,8,1,1,1,58000,110000,1.89655172413793
23,25,0,15,60,0,"Male","United States","Employed full-time","Sort of (Explain more)","Bachelor's degree","Computer Science","1 to 2 years","University courses","A master's degree","Mix of fields","20 to 99 employees","Stayed the same","Don't know","A tech-specific job board","Never",1e+05,"USD",4,2,3,1,1,1,1e+05,110000,1.1
29,30,5,40,25,0,"Male","United States","Employed full-time","","Master's degree","Mathematics or statistics","6 to 10 years","University courses","A master's degree","Internet-based","500 to 999 employees","Increased significantly","1-2 years","A friend, family member, or former colleague told me","Rarely",105000,"USD",5,4,5,1,1,1,105000,110000,1.04761904761905
49,95,0,0,5,0,"Male","United States","Independent contractor, freelancer, or self-employed","Sort of (Explain more)","Master's degree","","More than 10 years","University courses","A bachelor's degree","Financial","","","","","",2e+05,"USD",5,5,NA,1,1,1,2e+05,110000,0.55
35,50,25,0,0,25,"Male","United States","Employed full-time","No","Master's degree","Computer Science","1 to 2 years","Self-taught","","Technology","Fewer than 10 employees","Increased slightly","1-2 years","Some other way","",60000,"USD",5,2,1,1,1,1,60000,110000,1.83333333333333
28,20,20,30,30,0,"Male","China","Employed full-time","Yes","Master's degree","A health science","3 to 5 years","Self-taught","A master's degree","Pharmaceutical","10,000 or more employees","Increased significantly","More than 10 years","A friend, family member, or former colleague told me","Sometimes",180000,"CNY",5,3,8,10,0.153,0.83,27540,36720,1.33333333333333
